name,squad,ageAvg,foreigners,marketValueAvg,totalMarketValue,rank,points,teamAverage,teamMatches,leagueName
Chelsea FC,40,24.7,31,€13.84m,€553.50m,10 ,50,6,38,GB1
Manchester City,38,25.4,27,€13.14m,€499.35m,4 ,66,30,38,GB1
Arsenal FC,41,24.7,29,€11.17m,€457.85m,2 ,71,29,38,GB1
Manchester United,44,23.5,25,€10.00m,€439.85m,5 ,66,14,38,GB1
Liverpool FC,44,23.4,27,€8.53m,€375.25m,8 ,60,13,38,GB1
Tottenham Hotspur,31,23.7,16,€12.00m,€371.85m,3 ,70,34,38,GB1
Everton FC,39,25.7,21,€6.41m,€249.85m,11 ,47,4,38,GB1
Southampton FC,35,25.0,20,€6.44m,€225.50m,6 ,63,18,38,GB1
West Ham United,50,24.2,28,€4.03m,€201.33m,7 ,62,14,38,GB1
Newcastle United,42,24.5,27,€4.71m,€198.00m,18 ,37,-21,38,GB1
Leicester City,35,26.9,20,€4.60m,€161.10m,1 ,81,32,38,GB1
Stoke City,31,27.3,24,€4.74m,€147.00m,9 ,51,-14,38,GB1
Swansea City,36,25.8,27,€4.05m,€145.80m,12 ,47,-10,38,GB1
Watford FC,39,27.4,35,€3.51m,€137.00m,13 ,45,-10,38,GB1
Crystal Palace,38,26.6,20,€3.57m,€135.70m,15 ,42,-12,38,GB1
Aston Villa,44,24.5,23,€2.68m,€117.95m,20 ,17,-49,38,GB1
Norwich City,41,26.6,22,€2.85m,€116.90m,19 ,34,-28,38,GB1
West Bromwich Albion,35,26.4,22,€3.23m,€113.10m,14 ,43,-14,38,GB1
Sunderland AFC,42,26.5,27,€2.65m,€111.25m,17 ,39,-14,38,GB1
AFC Bournemouth,49,25.1,22,€2.04m,€99.90m,16 ,42,-22,38,GB1
Chelsea FC,49,24.8,41,€14.01m,€686.70m,1 ,93,52,38,GB1
Manchester City,35,26.4,28,€16.47m,€576.50m,3 ,78,41,38,GB1
Tottenham Hotspur,38,23.7,20,€14.31m,€543.65m,2 ,86,60,38,GB1
Arsenal FC,42,24.7,26,€12.90m,€542.00m,5 ,75,33,38,GB1
Manchester United,42,24.4,25,€12.65m,€531.45m,6 ,69,25,38,GB1
Liverpool FC,38,24.4,24,€11.20m,€425.65m,4 ,76,36,38,GB1
Everton FC,39,25.9,25,€7.98m,€311.25m,7 ,61,18,38,GB1
West Ham United,44,24.7,28,€6.21m,€273.05m,11 ,45,-17,38,GB1
Southampton FC,36,25.3,19,€7.33m,€263.75m,8 ,46,-7,38,GB1
Crystal Palace,45,26.1,26,€5.08m,€228.43m,14 ,41,-13,38,GB1
Leicester City,31,26.6,21,€7.05m,€218.65m,12 ,44,-15,38,GB1
Stoke City,34,27.1,27,€5.47m,€186.00m,13 ,44,-15,38,GB1
Watford FC,46,26.8,36,€3.82m,€175.65m,17 ,40,-28,38,GB1
Swansea City,37,26.9,28,€4.25m,€157.10m,15 ,41,-25,38,GB1
Hull City,42,26.0,23,€3.23m,€135.85m,18 ,34,-43,38,GB1
Sunderland AFC,42,25.3,27,€3.14m,€132.00m,20 ,24,-40,38,GB1
AFC Bournemouth,41,24.4,16,€3.21m,€131.60m,9 ,46,-12,38,GB1
Middlesbrough FC,35,27.3,21,€3.68m,€128.80m,19 ,28,-26,38,GB1
West Bromwich Albion,30,27.3,18,€4.11m,€123.20m,10 ,45,-8,38,GB1
Burnley FC,36,26.6,15,€2.98m,€107.18m,16 ,40,-16,38,GB1
Manchester City,34,25.1,23,€30.84m,€1.05bn,2 ,81,67,38,GB1
Liverpool FC,56,23.3,31,€17.90m,€1.00bn,1 ,99,52,38,GB1
Tottenham Hotspur,36,24.8,22,€22.41m,€806.80m,6 ,59,14,38,GB1
Chelsea FC,36,24.1,23,€19.61m,€705.85m,4 ,66,15,38,GB1
Manchester United,43,23.9,24,€15.59m,€670.45m,3 ,66,30,38,GB1
Arsenal FC,38,24.3,23,€15.99m,€607.65m,8 ,56,8,38,GB1
Everton FC,35,26.0,21,€12.02m,€420.55m,12 ,49,-12,38,GB1
Leicester City,32,25.9,18,€12.85m,€411.10m,5 ,62,26,38,GB1
Wolverhampton Wanderers,44,23.1,30,€7.28m,€320.33m,7 ,59,11,38,GB1
West Ham United,38,26.5,25,€7.99m,€303.60m,16 ,39,-13,38,GB1
AFC Bournemouth,39,24.8,17,€6.98m,€272.18m,18 ,34,-25,38,GB1
Newcastle United,41,26.0,23,€6.16m,€252.48m,13 ,44,-20,38,GB1
Aston Villa,38,25.7,22,€6.10m,€231.70m,17 ,35,-26,38,GB1
Southampton FC,36,24.4,18,€5.85m,€210.75m,11 ,52,-9,38,GB1
Brighton & Hove Albion,45,24.7,29,€4.46m,€200.78m,15 ,41,-15,38,GB1
Watford FC,43,25.7,28,€4.64m,€199.60m,19 ,34,-28,38,GB1
Crystal Palace,33,26.8,18,€5.74m,€189.33m,14 ,43,-19,38,GB1
Burnley FC,35,26.3,12,€4.68m,€163.88m,10 ,54,-7,38,GB1
Norwich City,38,25.5,25,€3.82m,€145.33m,20 ,21,-49,38,GB1
Sheffield United,34,27.3,16,€4.08m,€138.60m,9 ,54,0,38,GB1
Manchester City,36,24.9,23,€29.01m,€1.04bn,1 ,86,51,38,GB1
Liverpool FC,43,24.4,28,€22.55m,€969.65m,3 ,69,26,38,GB1
Chelsea FC,39,25.2,23,€22.80m,€889.20m,4 ,67,22,38,GB1
Manchester United,39,24.9,24,€19.74m,€770.05m,2 ,74,29,38,GB1
Tottenham Hotspur,41,24.6,23,€17.16m,€703.50m,7 ,62,23,38,GB1
Arsenal FC,42,24.4,26,€14.74m,€619.25m,8 ,61,16,38,GB1
Everton FC,44,24.7,26,€11.62m,€511.20m,10 ,59,-1,38,GB1
Leicester City,40,25.3,25,€12.77m,€510.70m,5 ,66,18,38,GB1
Wolverhampton Wanderers,38,23.9,32,€11.85m,€450.30m,13 ,45,-16,38,GB1
Aston Villa,53,23.3,24,€8.13m,€430.75m,11 ,55,9,38,GB1
West Ham United,39,26.5,23,€8.59m,€334.90m,6 ,65,15,38,GB1
Brighton & Hove Albion,46,24.3,29,€6.31m,€290.40m,16 ,41,-6,38,GB1
Southampton FC,39,24.5,20,€7.25m,€282.80m,15 ,43,-21,38,GB1
Newcastle United,33,26.9,18,€7.74m,€255.35m,12 ,45,-16,38,GB1
Fulham FC,38,26.4,30,€6.31m,€239.75m,18 ,28,-26,38,GB1
Leeds United,39,24.5,23,€6.11m,€238.10m,9 ,59,8,38,GB1
Crystal Palace,36,27.7,18,€5.38m,€193.85m,14 ,44,-25,38,GB1
Sheffield United,40,24.9,15,€3.75m,€149.85m,20 ,23,-43,38,GB1
West Bromwich Albion,43,26.1,17,€3.28m,€141.15m,19 ,26,-41,38,GB1
Burnley FC,32,26.6,11,€4.13m,€132.30m,17 ,39,-22,38,GB1
Manchester City,46,24.3,34,€26.16m,€1.20bn,1 ,98,72,38,GB1
Liverpool FC,39,24.7,25,€30.06m,€1.17bn,2 ,97,67,38,GB1
Chelsea FC,54,25.6,40,€21.60m,€1.17bn,3 ,72,24,38,GB1
Tottenham Hotspur,34,25.4,20,€26.43m,€898.60m,4 ,71,28,38,GB1
Manchester United,36,25.3,22,€22.16m,€797.60m,6 ,66,11,38,GB1
Arsenal FC,42,24.9,28,€15.69m,€659.05m,5 ,70,22,38,GB1
Everton FC,40,26.0,28,€13.23m,€529.10m,8 ,54,8,38,GB1
Leicester City,37,26.4,26,€11.73m,€434.10m,9 ,52,3,38,GB1
West Ham United,37,26.6,23,€9.70m,€359.00m,10 ,52,-3,38,GB1
AFC Bournemouth,37,25.7,17,€8.38m,€310.00m,14 ,45,-14,38,GB1
Southampton FC,40,24.9,18,€7.64m,€305.40m,16 ,39,-20,38,GB1
Wolverhampton Wanderers,40,24.1,26,€7.57m,€302.90m,7 ,57,1,38,GB1
Crystal Palace,36,26.4,21,€8.03m,€289.00m,12 ,49,-2,38,GB1
Fulham FC,33,25.7,26,€7.70m,€254.25m,19 ,26,-47,38,GB1
Newcastle United,37,26.0,23,€6.61m,€244.65m,13 ,45,-6,38,GB1
Watford FC,39,26.2,32,€6.13m,€239.10m,11 ,50,-7,38,GB1
Burnley FC,33,28.1,14,€5.98m,€197.25m,15 ,40,-23,38,GB1
Brighton & Hove Albion,41,25.8,29,€4.74m,€194.35m,17 ,36,-25,38,GB1
Huddersfield Town,33,25.3,21,€4.17m,€137.45m,20 ,16,-54,38,GB1
Cardiff City,35,27.3,20,€3.23m,€113.00m,18 ,34,-35,38,GB1
Chelsea FC,38,24.9,28,€14.66m,€557.25m,1 ,87,41,38,GB1
Manchester United,43,24.9,26,€11.75m,€505.40m,4 ,70,25,38,GB1
Manchester City,34,26.7,27,€13.18m,€448.25m,2 ,79,45,38,GB1
Arsenal FC,42,24.0,29,€9.88m,€414.75m,3 ,75,35,38,GB1
Liverpool FC,35,24.3,21,€9.28m,€324.85m,6 ,62,4,38,GB1
Tottenham Hotspur,42,24.7,25,€7.24m,€304.15m,5 ,64,5,38,GB1
Southampton FC,37,24.5,20,€5.68m,€210.25m,7 ,60,21,38,GB1
Everton FC,40,25.3,22,€4.57m,€182.85m,11 ,47,-2,38,GB1
Newcastle United,42,23.9,27,€3.33m,€140.00m,15 ,39,-23,38,GB1
West Ham United,36,25.8,21,€3.78m,€135.90m,12 ,47,-3,38,GB1
Swansea City,36,25.3,26,€3.63m,€130.75m,8 ,56,-3,38,GB1
Hull City,35,27.0,24,€3.35m,€117.10m,18 ,35,-18,38,GB1
Aston Villa,38,25.3,20,€3.01m,€114.25m,17 ,38,-26,38,GB1
Queens Park Rangers,41,26.0,25,€2.74m,€112.25m,20 ,30,-31,38,GB1
Stoke City,30,27.4,23,€3.68m,€110.50m,9 ,54,3,38,GB1
Crystal Palace,42,27.0,26,€2.32m,€97.25m,10 ,48,-4,38,GB1
West Bromwich Albion,34,26.5,23,€2.82m,€95.95m,13 ,44,-13,38,GB1
Sunderland AFC,34,25.8,20,€2.68m,€91.00m,16 ,38,-22,38,GB1
Leicester City,37,26.9,19,€1.80m,€66.70m,14 ,41,-9,38,GB1
Burnley FC,30,26.5,13,€1.75m,€52.55m,19 ,33,-25,38,GB1
Manchester City,39,24.3,23,€25.74m,€1.00bn,1 ,93,73,38,GB1
Liverpool FC,49,24.0,28,€18.75m,€918.90m,2 ,92,68,38,GB1
Chelsea FC,44,25.1,25,€20.78m,€914.50m,3 ,74,43,38,GB1
Manchester United,43,25.5,28,€17.89m,€769.15m,6 ,58,0,38,GB1
Tottenham Hotspur,45,23.5,26,€15.32m,€689.35m,4 ,71,29,38,GB1
Arsenal FC,41,23.4,24,€14.95m,€613.05m,5 ,69,13,38,GB1
Leicester City,40,25.1,24,€13.16m,€526.55m,8 ,52,3,38,GB1
Aston Villa,44,24.2,21,€11.09m,€487.75m,14 ,45,-2,38,GB1
Everton FC,42,25.5,22,€11.41m,€479.05m,16 ,39,-23,38,GB1
Wolverhampton Wanderers,38,24.4,30,€9.92m,€376.95m,10 ,51,-5,38,GB1
West Ham United,36,26.0,20,€9.86m,€354.90m,7 ,56,9,38,GB1
Brighton & Hove Albion,43,24.1,30,€7.40m,€318.00m,9 ,51,-2,38,GB1
Newcastle United,34,27.4,18,€9.23m,€313.90m,11 ,49,-18,38,GB1
Leeds United,35,23.5,18,€8.56m,€299.45m,17 ,38,-37,38,GB1
Southampton FC,33,25.1,18,€8.31m,€274.30m,15 ,40,-24,38,GB1
Brentford FC,38,24.3,26,€7.19m,€273.30m,13 ,46,-8,38,GB1
Crystal Palace,33,25.9,16,€8.21m,€271.05m,12 ,48,4,38,GB1
Norwich City,45,24.2,28,€3.63m,€163.20m,20 ,22,-61,38,GB1
Watford FC,47,25.8,36,€3.32m,€156.20m,19 ,23,-43,38,GB1
Burnley FC,35,27.3,16,€3.94m,€138.05m,18 ,35,-19,38,GB1
Manchester City,32,25.1,21,€31.53m,€1.01bn,1 ,100,79,38,GB1
Chelsea FC,46,24.7,33,€19.22m,€884.25m,5 ,70,24,38,GB1
Liverpool FC,35,24.9,21,€24.50m,€857.50m,4 ,75,46,38,GB1
Manchester United,35,26.1,22,€24.27m,€849.50m,2 ,81,40,38,GB1
Tottenham Hotspur,34,24.7,22,€24.40m,€829.60m,3 ,77,38,38,GB1
Arsenal FC,45,24.8,27,€15.42m,€694.00m,6 ,63,23,38,GB1
Everton FC,48,24.9,30,€7.94m,€381.25m,8 ,49,-14,38,GB1
Leicester City,34,26.5,21,€8.95m,€304.25m,9 ,47,-4,38,GB1
Southampton FC,29,25.8,16,€10.24m,€297.00m,17 ,36,-19,38,GB1
West Ham United,41,25.3,24,€6.36m,€260.60m,13 ,42,-20,38,GB1
Crystal Palace,41,25.8,23,€5.38m,€220.73m,11 ,44,-10,38,GB1
Newcastle United,37,25.4,25,€5.63m,€208.28m,10 ,44,-8,38,GB1
Watford FC,37,26.8,28,€5.30m,€196.00m,14 ,41,-20,38,GB1
Stoke City,35,26.2,27,€5.50m,€192.45m,19 ,33,-33,38,GB1
Burnley FC,30,27.8,16,€5.64m,€169.30m,7 ,54,-3,38,GB1
West Bromwich Albion,33,26.5,17,€5.03m,€165.95m,20 ,31,-25,38,GB1
Swansea City,36,26.3,25,€4.60m,€165.49m,18 ,33,-28,38,GB1
Brighton & Hove Albion,39,26.7,27,€3.80m,€148.20m,15 ,40,-20,38,GB1
AFC Bournemouth,35,26.0,14,€4.13m,€144.50m,12 ,44,-16,38,GB1
Huddersfield Town,35,25.6,19,€3.03m,€106.05m,16 ,37,-30,38,GB1
Chelsea FC,33,26.5,24,€13.59m,€448.60m,3 ,83,44,38,GB1
Manchester United,42,23.9,26,€10.14m,€425.95m,1 ,90,44,38,GB1
Liverpool FC,33,24.8,27,€10.39m,€342.85m,2 ,86,50,38,GB1
Arsenal FC,41,22.2,31,€7.60m,€311.45m,4 ,72,31,38,GB1
Tottenham Hotspur,43,23.7,24,€6.49m,€279.10m,8 ,51,0,38,GB1
Manchester City,38,24.6,26,€6.65m,€252.85m,10 ,50,8,38,GB1
Everton FC,32,24.8,16,€5.95m,€190.33m,5 ,63,18,38,GB1
Aston Villa,32,25.1,14,€4.79m,€153.35m,6 ,62,6,38,GB1
Portsmouth FC,36,27.6,22,€4.24m,€152.60m,14 ,41,-19,38,GB1
Newcastle United,38,24.8,22,€3.54m,€134.55m,18 ,34,-19,38,GB1
West Ham United,40,25.2,20,€3.35m,€133.90m,9 ,51,-3,38,GB1
Sunderland AFC,44,25.5,29,€2.51m,€110.30m,16 ,36,-20,38,GB1
Wigan Athletic,35,26.5,22,€2.96m,€103.75m,11 ,45,-11,38,GB1
Blackburn Rovers,36,26.1,27,€2.53m,€91.20m,15 ,41,-20,38,GB1
Middlesbrough FC,33,23.2,14,€2.59m,€85.45m,19 ,32,-29,38,GB1
Fulham FC,38,26.2,24,€2.21m,€83.85m,7 ,53,5,38,GB1
Bolton Wanderers,33,25.9,20,€2.47m,€81.65m,13 ,41,-12,38,GB1
West Bromwich Albion,35,24.9,25,€1.89m,€66.10m,20 ,32,-31,38,GB1
Hull City,35,27.9,17,€1.85m,€64.70m,17 ,35,-25,38,GB1
Stoke City,38,26.8,19,€1.67m,€63.45m,12 ,45,-17,38,GB1
Manchester City,41,24.8,29,€12.25m,€502.10m,2 ,78,32,38,GB1
Manchester United,41,24.7,24,€11.16m,€457.50m,1 ,89,43,38,GB1
Chelsea FC,34,25.9,25,€13.36m,€454.25m,3 ,75,36,38,GB1
Arsenal FC,42,24.0,35,€7.07m,€296.90m,4 ,73,35,38,GB1
Tottenham Hotspur,41,25.5,21,€7.24m,€296.80m,5 ,72,20,38,GB1
Liverpool FC,41,23.5,21,€6.73m,€276.10m,7 ,61,28,38,GB1
Newcastle United,39,24.6,26,€5.17m,€201.75m,16 ,41,-23,38,GB1
Everton FC,29,25.7,20,€4.82m,€139.75m,6 ,63,15,38,GB1
Sunderland AFC,37,25.3,19,€3.62m,€133.90m,17 ,39,-13,38,GB1
Queens Park Rangers,38,28.7,22,€3.16m,€120.05m,20 ,25,-30,38,GB1
Fulham FC,37,27.4,32,€3.00m,€110.85m,12 ,43,-10,38,GB1
Aston Villa,33,24.7,21,€3.35m,€110.50m,15 ,41,-22,38,GB1
Stoke City,30,28.3,17,€3.47m,€104.05m,13 ,42,-11,38,GB1
West Ham United,39,25.6,20,€2.64m,€103.00m,10 ,46,-8,38,GB1
Swansea City,33,26.2,22,€3.10m,€102.25m,9 ,46,-4,38,GB1
West Bromwich Albion,32,26.0,23,€2.91m,€93.00m,8 ,49,-4,38,GB1
Wigan Athletic,37,25.8,29,€2.47m,€91.55m,18 ,36,-26,38,GB1
Southampton FC,40,24.8,16,€2.08m,€83.05m,14 ,41,-11,38,GB1
Norwich City,36,25.9,16,€2.03m,€73.25m,11 ,44,-17,38,GB1
Reading FC,35,26.3,25,€1.32m,€46.25m,19 ,28,-30,38,GB1
Chelsea FC,36,25.9,27,€12.55m,€451.95m,1 ,86,71,38,GB1
Manchester United,40,25.0,25,€9.62m,€384.88m,2 ,85,58,38,GB1
Liverpool FC,34,24.6,25,€9.75m,€331.55m,7 ,63,26,38,GB1
Arsenal FC,45,22.7,31,€6.98m,€314.30m,3 ,75,42,38,GB1
Manchester City,40,25.1,25,€7.81m,€312.50m,5 ,67,28,38,GB1
Tottenham Hotspur,41,24.3,20,€6.43m,€263.53m,4 ,70,26,38,GB1
Everton FC,42,24.1,23,€5.21m,€218.93m,8 ,61,11,38,GB1
Aston Villa,31,26.5,13,€5.40m,€167.38m,6 ,64,13,38,GB1
Sunderland AFC,38,25.5,26,€3.46m,€131.58m,13 ,44,-8,38,GB1
West Ham United,35,24.8,20,€3.48m,€121.75m,17 ,35,-19,38,GB1
Fulham FC,41,26.5,26,€2.47m,€101.18m,12 ,46,-7,38,GB1
Portsmouth FC,45,26.4,29,€2.15m,€96.65m,20 ,19,-32,38,GB1
Blackburn Rovers,35,26.3,29,€2.62m,€91.63m,10 ,50,-14,38,GB1
Bolton Wanderers,32,26.3,18,€2.68m,€85.80m,14 ,39,-25,38,GB1
Stoke City,38,26.9,19,€2.12m,€80.65m,11 ,47,-14,38,GB1
Wigan Athletic,36,26.2,27,€2.16m,€77.60m,16 ,36,-42,38,GB1
Hull City,37,27.0,23,€1.98m,€73.20m,19 ,30,-41,38,GB1
Birmingham City,36,26.5,18,€1.93m,€69.65m,9 ,50,-9,38,GB1
Wolverhampton Wanderers,37,25.1,20,€1.77m,€65.48m,15 ,38,-24,38,GB1
Burnley FC,33,26.0,20,€1.46m,€48.15m,18 ,30,-40,38,GB1
Manchester City,36,25.4,24,€13.85m,€498.60m,1 ,89,64,38,GB1
Manchester United,41,24.6,24,€9.86m,€404.10m,2 ,89,56,38,GB1
Chelsea FC,32,26.7,21,€11.73m,€375.50m,6 ,64,19,38,GB1
Arsenal FC,45,24.2,35,€8.05m,€362.43m,3 ,70,25,38,GB1
Tottenham Hotspur,50,25.2,27,€6.47m,€323.50m,4 ,69,25,38,GB1
Liverpool FC,31,25.6,18,€7.64m,€236.90m,8 ,52,7,38,GB1
Everton FC,36,26.3,25,€4.72m,€169.95m,7 ,56,10,38,GB1
Newcastle United,37,24.8,21,€4.37m,€161.70m,5 ,65,5,38,GB1
Sunderland AFC,36,25.5,20,€3.51m,€126.50m,13 ,45,-1,38,GB1
Aston Villa,37,25.6,23,€3.34m,€123.50m,16 ,38,-16,38,GB1
Fulham FC,36,27.1,28,€2.78m,€100.00m,9 ,52,-3,38,GB1
Bolton Wanderers,38,25.9,19,€2.37m,€90.05m,18 ,36,-31,38,GB1
Stoke City,32,28.5,15,€2.55m,€81.65m,14 ,45,-17,38,GB1
Queens Park Rangers,48,27.6,25,€1.70m,€81.38m,17 ,37,-23,38,GB1
Blackburn Rovers,37,25.4,26,€2.16m,€80.00m,19 ,31,-30,38,GB1
Wolverhampton Wanderers,37,25.0,24,€2.11m,€78.05m,20 ,25,-42,38,GB1
Swansea City,34,25.5,21,€2.22m,€75.60m,11 ,47,-7,38,GB1
Wigan Athletic,30,26.2,22,€2.48m,€74.25m,15 ,43,-20,38,GB1
West Bromwich Albion,36,26.0,24,€1.93m,€69.55m,10 ,47,-7,38,GB1
Norwich City,29,25.5,12,€2.03m,€58.75m,12 ,47,-14,38,GB1
Chelsea FC,33,25.5,23,€12.85m,€424.10m,2 ,71,36,38,GB1
Manchester City,45,24.4,28,€8.98m,€404.18m,3 ,71,27,38,GB1
Manchester United,43,25.1,29,€9.02m,€388.00m,1 ,80,41,38,GB1
Liverpool FC,42,24.5,25,€8.08m,€339.20m,6 ,58,15,38,GB1
Arsenal FC,34,24.4,27,€9.53m,€324.00m,4 ,68,29,38,GB1
Tottenham Hotspur,38,25.7,22,€8.09m,€307.38m,5 ,62,9,38,GB1
Aston Villa,39,26.1,20,€5.20m,€202.80m,9 ,48,-11,38,GB1
Everton FC,32,24.9,21,€5.76m,€184.48m,7 ,54,6,38,GB1
Sunderland AFC,39,24.7,20,€3.83m,€149.33m,10 ,47,-11,38,GB1
West Ham United,40,25.9,24,€3.47m,€138.75m,20 ,33,-27,38,GB1
Newcastle United,38,24.7,17,€3.14m,€119.48m,12 ,46,-1,38,GB1
Fulham FC,34,28.5,27,€3.22m,€109.55m,8 ,49,6,38,GB1
Bolton Wanderers,34,26.4,18,€2.95m,€100.15m,14 ,46,-4,38,GB1
Birmingham City,34,26.8,18,€2.81m,€95.38m,18 ,39,-21,38,GB1
Stoke City,33,27.9,20,€2.86m,€94.45m,13 ,46,-2,38,GB1
Blackburn Rovers,37,26.1,29,€2.47m,€91.53m,15 ,43,-13,38,GB1
West Bromwich Albion,37,25.2,24,€2.35m,€86.88m,11 ,47,-15,38,GB1
Wolverhampton Wanderers,42,24.7,25,€1.99m,€83.55m,17 ,40,-20,38,GB1
Wigan Athletic,35,25.0,24,€2.30m,€80.50m,16 ,42,-21,38,GB1
Blackpool FC,45,25.2,23,€1.11m,€50.03m,19 ,39,-23,38,GB1
Chelsea FC,49,24.7,40,€11.92m,€584.20m,3 ,82,44,38,GB1
Manchester City,27,26.8,21,€16.88m,€455.80m,1 ,86,65,38,GB1
Manchester United,37,25.5,24,€10.88m,€402.55m,7 ,64,21,38,GB1
Arsenal FC,41,24.5,34,€9.41m,€385.75m,4 ,79,27,38,GB1
Liverpool FC,36,24.1,25,€8.77m,€315.75m,2 ,84,51,38,GB1
Tottenham Hotspur,41,23.8,22,€7.05m,€288.95m,6 ,69,4,38,GB1
Everton FC,34,26.0,23,€6.18m,€210.00m,5 ,72,22,38,GB1
Newcastle United,37,24.8,27,€4.66m,€172.30m,10 ,49,-16,38,GB1
Southampton FC,35,24.2,17,€3.76m,€131.50m,8 ,56,8,38,GB1
Swansea City,36,25.7,28,€3.58m,€128.93m,12 ,42,0,38,GB1
Sunderland AFC,39,25.6,28,€3.13m,€122.00m,14 ,38,-19,38,GB1
Fulham FC,48,25.9,36,€2.35m,€112.65m,19 ,32,-45,38,GB1
West Ham United,45,25.9,26,€2.43m,€109.50m,13 ,40,-11,38,GB1
Aston Villa,36,24.7,22,€3.04m,€109.50m,15 ,38,-22,38,GB1
Stoke City,33,26.5,22,€3.17m,€104.70m,9 ,50,-7,38,GB1
West Bromwich Albion,33,27.2,24,€2.75m,€90.80m,17 ,36,-16,38,GB1
Norwich City,32,26.6,18,€2.79m,€89.30m,18 ,33,-34,38,GB1
Cardiff City,42,25.3,26,€2.09m,€87.90m,20 ,30,-42,38,GB1
Crystal Palace,45,26.6,24,€1.53m,€68.70m,11 ,45,-15,38,GB1
Hull City,34,27.2,23,€2.00m,€68.15m,16 ,37,-15,38,GB1
Chelsea FC,39,25.2,25,€11.14m,€434.35m,2 ,85,39,38,GB1
Manchester United,38,24.7,21,€9.33m,€354.55m,1 ,87,58,38,GB1
Liverpool FC,41,23.4,26,€7.45m,€305.65m,4 ,76,39,38,GB1
Arsenal FC,35,22.8,30,€7.50m,€262.40m,3 ,83,43,38,GB1
Tottenham Hotspur,38,24.3,21,€5.80m,€220.50m,11 ,46,5,38,GB1
Everton FC,32,25.3,18,€4.85m,€155.30m,5 ,65,22,38,GB1
Manchester City,35,24.4,23,€4.29m,€150.10m,9 ,55,-8,38,GB1
Portsmouth FC,34,26.3,23,€4.16m,€141.30m,8 ,57,8,38,GB1
Newcastle United,33,25.6,21,€4.10m,€135.20m,12 ,43,-20,38,GB1
Middlesbrough FC,34,24.5,15,€3.56m,€120.90m,13 ,42,-10,38,GB1
West Ham United,36,26.1,16,€3.33m,€120.00m,10 ,49,-8,38,GB1
Aston Villa,25,25.2,10,€4.48m,€112.10m,6 ,60,20,38,GB1
Bolton Wanderers,42,25.8,30,€2.48m,€104.20m,16 ,37,-18,38,GB1
Fulham FC,43,27.7,33,€2.30m,€99.05m,17 ,36,-22,38,GB1
Blackburn Rovers,38,25.5,31,€2.39m,€90.85m,7 ,58,2,38,GB1
Sunderland AFC,45,25.0,33,€1.86m,€83.75m,15 ,39,-23,38,GB1
Birmingham City,33,24.7,22,€2.52m,€83.25m,19 ,35,-16,38,GB1
Wigan Athletic,35,26.8,23,€2.22m,€77.75m,14 ,40,-17,38,GB1
Reading FC,43,24.9,30,€1.53m,€65.93m,18 ,36,-25,38,GB1
Derby County,41,26.7,23,€1.23m,€50.40m,20 ,11,-69,38,GB1
Chelsea FC,37,24.2,25,€11.27m,€416.81m,2 ,83,40,38,GB1
Arsenal FC,38,23.3,32,€7.32m,€278.18m,4 ,68,28,38,GB1
Manchester United,38,24.5,19,€6.82m,€259.15m,1 ,89,56,38,GB1
Liverpool FC,38,24.1,25,€6.31m,€239.77m,3 ,68,30,38,GB1
Tottenham Hotspur,38,24.1,20,€4.36m,€165.73m,5 ,60,3,38,GB1
Newcastle United,35,25.5,23,€4.34m,€152.05m,13 ,43,-9,38,GB1
Aston Villa,34,26.0,19,€3.22m,€109.50m,11 ,50,2,38,GB1
Everton FC,30,26.4,19,€3.65m,€109.45m,6 ,58,16,38,GB1
West Ham United,35,25.9,14,€3.01m,€105.45m,15 ,41,-24,38,GB1
Portsmouth FC,31,27.4,20,€3.13m,€97.08m,9 ,54,3,38,GB1
Middlesbrough FC,35,24.4,16,€2.75m,€96.32m,12 ,46,-5,38,GB1
Manchester City,32,25.6,16,€2.78m,€89.00m,14 ,42,-15,38,GB1
Fulham FC,37,27.3,29,€2.29m,€84.68m,16 ,39,-22,38,GB1
Blackburn Rovers,31,27.4,24,€2.55m,€78.90m,10 ,52,-2,38,GB1
Wigan Athletic,37,27.1,25,€2.03m,€74.93m,17 ,38,-22,38,GB1
Bolton Wanderers,34,25.6,26,€2.13m,€72.38m,7 ,56,-5,38,GB1
Charlton Athletic,37,25.7,25,€1.93m,€71.47m,19 ,34,-26,38,GB1
Sheffield United,43,26.4,20,€1.01m,€43.36m,18 ,38,-23,38,GB1
Watford FC,43,23.8,21,€767k,€32.97m,20 ,28,-30,38,GB1
Reading FC,38,24.4,26,€865k,€32.88m,8 ,55,5,38,GB1
Chelsea FC,31,24.4,24,€10.69m,€331.48m,1 ,95,57,38,GB1
Manchester United,37,24.2,25,€7.93m,€293.23m,3 ,77,32,38,GB1
Arsenal FC,37,23.4,29,€6.68m,€247.00m,2 ,83,51,38,GB1
Liverpool FC,38,24.8,26,€5.85m,€222.13m,5 ,58,11,38,GB1
Tottenham Hotspur,37,24.6,21,€3.44m,€127.25m,9 ,52,6,38,GB1
Newcastle United,32,25.4,15,€3.93m,€125.90m,14 ,44,-10,38,GB1
Birmingham City,37,26.1,21,€2.86m,€105.98m,12 ,45,-6,38,GB1
Manchester City,34,26.1,21,€2.77m,€94.30m,8 ,52,8,38,GB1
Middlesbrough FC,32,25.7,13,€2.78m,€88.93m,7 ,55,7,38,GB1
