name,squad,ageAvg,foreigners,marketValueAvg,totalMarketValue,rank,points,teamAverage,teamMatches,leagueName
Kasimpasa,48,25.2,21,0.625,30.0,10,43,-5,34,TR1
Sivasspor,31,28.2,15,0.881,27.3,4,60,17,34,TR1
Caykur Rizespor,37,25.3,20,0.613,22.68,15,35,-19,34,TR1
Yeni Malatyaspor,37,26.8,17,0.603,22.33,16,32,-7,34,TR1
Kayserispor,58,25.0,20,0.372,21.58,18,32,-32,34,TR1
Alanyaspor,34,28.0,13,0.626,21.3,5,57,24,34,TR1
Konyaspor,38,26.7,18,0.532,20.23,13,36,-16,34,TR1
Gaziantep FK,33,27.2,15,0.609,20.1,8,46,-1,34,TR1
Antalyaspor,49,25.6,17,0.391,19.15,9,45,-11,34,TR1
Göztepe,37,27.0,15,0.466,17.23,11,42,-5,34,TR1
Denizlispor,34,27.2,14,0.469,15.95,14,35,-17,34,TR1
Genclerbirligi Ankara,35,26.5,16,0.393,13.75,12,36,-17,34,TR1
MKE Ankaragücü,46,26.2,18,0.258,11.85,17,32,-25,34,TR1
Fenerbahce,44,26.5,21,2.62,115.45,3,82,31,40,TR1
Galatasaray,36,26.7,20,2.99,107.63,2,84,44,40,TR1
Besiktas JK,35,25.8,18,2.99,104.5,1,84,45,40,TR1
Trabzonspor,43,24.3,17,2.31,99.13,4,71,13,40,TR1
Basaksehir FK,44,26.3,17,1.57,69.23,12,48,-12,40,TR1
Alanyaspor,32,26.5,12,1.55,49.68,7,60,13,40,TR1
Kasimpasa,39,25.6,20,0.997,38.88,14,46,-10,40,TR1
Fatih Karagümrük,44,26.6,23,0.874,38.45,8,60,12,40,TR1
Göztepe,42,25.6,17,0.893,37.53,10,51,0,40,TR1
Hatayspor,39,25.8,17,0.927,36.15,6,61,9,40,TR1
Sivasspor,33,28.5,16,0.93,30.7,5,65,11,40,TR1
Caykur Rizespor,42,27.2,21,0.731,30.7,13,48,-16,40,TR1
Antalyaspor,37,25.8,12,0.817,30.23,16,44,-14,40,TR1
Konyaspor,43,25.8,20,0.695,29.88,11,50,1,40,TR1
Yeni Malatyaspor,40,25.8,19,0.712,28.48,15,45,-4,40,TR1
Gaziantep FK,35,27.5,16,0.785,27.48,9,58,8,40,TR1
Kayserispor,47,25.6,23,0.49,23.03,17,41,-17,40,TR1
MKE Ankaragücü,42,24.9,19,0.493,20.7,19,38,-19,40,TR1
Genclerbirligi Ankara,43,25.1,14,0.377,16.23,20,38,-32,40,TR1
Büyüksehir Belediye Erzurumspor,47,27.9,24,0.33,15.53,18,40,-24,40,TR1
Denizlispor,45,25.4,18,0.315,14.18,21,28,-39,40,TR1
Fenerbahce,31,25.8,9,4.27,132.5,2,68,27,34,TR1
Galatasaray,32,26.3,8,3.89,124.5,1,77,45,34,TR1
